filename,class,width,height,size_bytes,filepath
CPH-Gammarus sp.-1060-t.png,Gammarus sp,600,450,340896,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1060-t.png
CPH-Gammarus sp.-919-t.png,Gammarus sp,600,450,336645,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-919-t.png
CPH-Gammarus sp.-1324-t.png,Gammarus sp,600,338,315885,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1324-t.png
CPH-Gammarus sp.-1361-t.png,Gammarus sp,600,338,242336,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1361-t.png
CPH-Gammarus sp.-1409-t.png,Gammarus sp,600,338,254707,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1409-t.png
CPH-Gammarus sp.-797-t.png,Gammarus sp,600,450,342297,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-797-t.png
CPH-Gammarus sp.-1239-t.png,Gammarus sp,600,338,280830,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1239-t.png
CPH-Gammarus sp.-1551-t.png,Gammarus sp,600,338,251044,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1551-t.png
CPH-Gammarus sp.-1180-t.png,Gammarus sp,600,450,353205,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1180-t.png
CPH-Gammarus sp.-1514-t.png,Gammarus sp,600,338,249017,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1514-t.png
CPH-Gammarus sp.-804-t.png,Gammarus sp,600,450,342565,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-804-t.png
CPH-Gammarus sp.-841-t.png,Gammarus sp,600,450,50341,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-841-t.png
CPH-Gammarus sp.-1138-t.png,Gammarus sp,600,450,375531,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1138-t.png
CPH-Gammarus sp.-1281-t.png,Gammarus sp,600,338,273455,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1281-t.png
CPH-Gammarus sp.-1650-t.png,Gammarus sp,600,338,257875,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1650-t.png
CPH-Gammarus sp.-1615-t.png,Gammarus sp,600,338,253131,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1615-t.png
CPH-Gammarus sp.-839-t.png,Gammarus sp,600,450,339382,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-839-t.png
CPH-Gammarus sp.-1591-t.png,Gammarus sp,600,338,250838,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1591-t.png
CPH-Gammarus sp.-1140-t.png,Gammarus sp,600,450,368194,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1140-t.png
CPH-Gammarus sp.-1105-t.png,Gammarus sp,600,450,345436,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1105-t.png
CPH-Gammarus sp.-1628-t.png,Gammarus sp,600,338,251671,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1628-t.png
CPH-Gammarus sp.-757-t.png,Gammarus sp,600,450,333832,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-757-t.png
CPH-Gammarus sp.-1241-t.png,Gammarus sp,600,338,277854,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1241-t.png
CPH-Gammarus sp.-1690-t.png,Gammarus sp,600,338,249041,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1690-t.png
CPH-Gammarus sp.-1204-t.png,Gammarus sp,600,338,274831,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1204-t.png
CPH-Gammarus sp.-1529-t.png,Gammarus sp,600,338,243775,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1529-t.png
CPH-Gammarus sp.-881-t.png,Gammarus sp,600,450,339359,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-881-t.png
CPH-Gammarus sp.-1319-t.png,Gammarus sp,600,338,311565,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1319-t.png
CPH-Gammarus sp.-1434-t.png,Gammarus sp,600,338,238958,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1434-t.png
CPH-Gammarus sp.-1471-t.png,Gammarus sp,600,338,262058,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1471-t.png
CPH-Gammarus sp.-1018-t.png,Gammarus sp,600,450,350566,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1018-t.png
CPH-Gammarus sp.-961-t.png,Gammarus sp,600,450,372439,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-961-t.png
CPH-Gammarus sp.-924-t.png,Gammarus sp,600,450,334854,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-924-t.png
CPH-Gammarus sp.-800-t.png,Gammarus sp,600,450,339716,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-800-t.png
CPH-Gammarus sp.-845-t.png,Gammarus sp,600,450,339897,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-845-t.png
CPH-Gammarus sp.-1179-t.png,Gammarus sp,600,450,348510,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1179-t.png
CPH-Gammarus sp.-1285-t.png,Gammarus sp,600,338,293950,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1285-t.png
CPH-Gammarus sp.-1654-t.png,Gammarus sp,600,338,238932,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1654-t.png
CPH-Gammarus sp.-1611-t.png,Gammarus sp,600,338,252856,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1611-t.png
CPH-Gammarus sp.-793-t.png,Gammarus sp,600,450,338964,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-793-t.png
CPH-Gammarus sp.-1278-t.png,Gammarus sp,600,338,292939,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1278-t.png
CPH-Gammarus sp.-1555-t.png,Gammarus sp,600,338,260242,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1555-t.png
CPH-Gammarus sp.-1184-t.png,Gammarus sp,600,450,352695,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1184-t.png
CPH-Gammarus sp.-1510-t.png,Gammarus sp,600,338,257231,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1510-t.png
CPH-Gammarus sp.-1320-t.png,Gammarus sp,600,338,316792,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1320-t.png
CPH-Gammarus sp.-1365-t.png,Gammarus sp,600,338,253075,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1365-t.png
CPH-Gammarus sp.-1099-t.png,Gammarus sp,600,450,354385,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1099-t.png
CPH-Gammarus sp.-1448-t.png,Gammarus sp,600,338,256588,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1448-t.png
CPH-Gammarus sp.-1021-t.png,Gammarus sp,600,450,353254,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1021-t.png
CPH-Gammarus sp.-1064-t.png,Gammarus sp,600,450,356186,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1064-t.png
CPH-Gammarus sp.-958-t.png,Gammarus sp,600,450,354522,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-958-t.png
CPH-Gammarus sp.-1398-t.png,Gammarus sp,600,338,241776,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1398-t.png
CPH-Gammarus sp.-1059-t.png,Gammarus sp,600,450,352827,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1059-t.png
CPH-Gammarus sp.-1488-t.png,Gammarus sp,600,338,240780,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1488-t.png
CPH-Gammarus sp.-965-t.png,Gammarus sp,600,450,348201,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-965-t.png
CPH-Gammarus sp.-920-t.png,Gammarus sp,600,450,331178,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-920-t.png
CPH-Gammarus sp.-1696-v.png,Gammarus sp,600,338,254558,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1696-v.png
CPH-Gammarus sp.-1358-t.png,Gammarus sp,600,338,333195,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1358-t.png
CPH-Gammarus sp.-998-t.png,Gammarus sp,600,450,356436,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-998-t.png
CPH-Gammarus sp.-1430-t.png,Gammarus sp,600,338,254405,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1430-t.png
CPH-Gammarus sp.-1475-t.png,Gammarus sp,600,338,252841,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1475-t.png
CPH-Gammarus sp.-1245-t.png,Gammarus sp,600,338,264805,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1245-t.png
CPH-Gammarus sp.-1694-t.png,Gammarus sp,600,338,248732,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1694-t.png
CPH-Gammarus sp.-1200-t.png,Gammarus sp,600,450,368015,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1200-t.png
CPH-Gammarus sp.-1568-t.png,Gammarus sp,600,338,243954,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1568-t.png
CPH-Gammarus sp.-885-t.png,Gammarus sp,600,450,327319,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-885-t.png
CPH-Gammarus sp.-878-t.png,Gammarus sp,600,450,346405,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-878-t.png
CPH-Gammarus sp.-1144-t.png,Gammarus sp,600,450,365038,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1144-t.png
CPH-Gammarus sp.-1101-t.png,Gammarus sp,600,450,355010,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1101-t.png
CPH-Gammarus sp.-1669-t.png,Gammarus sp,600,338,256234,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1669-t.png
CPH-Gammarus sp.-753-t.png,Gammarus sp,600,450,347709,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-753-t.png
CPH-Gammarus sp.-1414-t.png,Gammarus sp,600,338,257139,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1414-t.png
CPH-Gammarus sp.-1451-t.png,Gammarus sp,600,338,242878,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1451-t.png
CPH-Gammarus sp.-1080-t.png,Gammarus sp,600,450,344879,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1080-t.png
CPH-Gammarus sp.-1339-t.png,Gammarus sp,600,338,282234,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1339-t.png
CPH-Gammarus sp.-1715-t.png,Gammarus sp,600,338,247870,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1715-t.png
CPH-Gammarus sp.-1381-t.png,Gammarus sp,600,338,251633,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1381-t.png
CPH-Gammarus sp.-1038-t.png,Gammarus sp,600,450,355666,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1038-t.png
CPH-Gammarus sp.-941-t.png,Gammarus sp,600,450,358576,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-941-t.png
CPH-Gammarus sp.-1226-v.png,Gammarus sp,600,450,351683,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1226-v.png
CPH-Gammarus sp.-904-t.png,Gammarus sp,600,450,351456,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-904-t.png
CPH-Gammarus sp.-1608-t.png,Gammarus sp,600,338,254066,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1608-t.png
CPH-Gammarus sp.-777-t.png,Gammarus sp,600,450,344987,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-777-t.png
CPH-Gammarus sp.-819-t.png,Gammarus sp,600,450,339101,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-819-t.png
CPH-Gammarus sp.-1160-t.png,Gammarus sp,600,450,361514,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1160-t.png
CPH-Gammarus sp.-1125-t.png,Gammarus sp,600,450,350928,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1125-t.png
CPH-Gammarus sp.-1509-t.png,Gammarus sp,600,338,266077,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1509-t.png
CPH-Gammarus sp.-1261-t.png,Gammarus sp,600,338,265595,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1261-t.png
CPH-Gammarus sp.-1224-t.png,Gammarus sp,600,338,248482,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1224-t.png
CPH-Gammarus sp.-1571-t.png,Gammarus sp,600,338,259075,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1571-t.png
CPH-Gammarus sp.-1534-t.png,Gammarus sp,600,338,239602,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1534-t.png
CPH-Gammarus sp.-1219-t.png,Gammarus sp,600,338,267848,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1219-t.png
CPH-Gammarus sp.-1670-t.png,Gammarus sp,600,338,255187,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1670-t.png
CPH-Gammarus sp.-1635-t.png,Gammarus sp,600,338,252846,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1635-t.png
CPH-Gammarus sp.-824-t.png,Gammarus sp,600,450,334761,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-824-t.png
CPH-Gammarus sp.-861-t.png,Gammarus sp,600,450,345303,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-861-t.png
CPH-Gammarus sp.-1728-t.png,Gammarus sp,600,338,250303,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1728-t.png
CPH-Gammarus sp.-1005-t.png,Gammarus sp,600,450,361316,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1005-t.png
CPH-Gammarus sp.-1491-t.png,Gammarus sp,600,338,249691,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1491-t.png
CPH-Gammarus sp.-1040-t.png,Gammarus sp,600,450,344931,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1040-t.png
CPH-Gammarus sp.-939-t.png,Gammarus sp,600,450,360441,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-939-t.png
CPH-Gammarus sp.-981-t.png,Gammarus sp,600,450,360472,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-981-t.png
CPH-Gammarus sp.-1429-t.png,Gammarus sp,600,338,252585,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1429-t.png
CPH-Gammarus sp.-1304-t.png,Gammarus sp,600,338,264349,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1304-t.png
CPH-Gammarus sp.-1341-t.png,Gammarus sp,600,338,305580,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1341-t.png
CPH-Gammarus sp.-826-t.png,Gammarus sp,600,450,337029,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-826-t.png
CPH-Gammarus sp.-863-t.png,Gammarus sp,600,450,354870,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-863-t.png
CPH-Gammarus sp.-1672-t.png,Gammarus sp,600,338,256791,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1672-t.png
CPH-Gammarus sp.-1637-t.png,Gammarus sp,600,338,260355,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1637-t.png
CPH-Gammarus sp.-748-t.png,Gammarus sp,600,450,343432,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-748-t.png
CPH-Gammarus sp.-1573-t.png,Gammarus sp,600,338,254198,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1573-t.png
CPH-Gammarus sp.-1536-t.png,Gammarus sp,600,338,246013,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1536-t.png
CPH-Gammarus sp.-1306-t.png,Gammarus sp,600,338,265803,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1306-t.png
CPH-Gammarus sp.-1343-t.png,Gammarus sp,600,338,334790,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1343-t.png
CPH-Gammarus sp.-983-t.png,Gammarus sp,600,450,356443,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-983-t.png
CPH-Gammarus sp.-1007-t.png,Gammarus sp,600,450,354467,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1007-t.png
CPH-Gammarus sp.-1493-t.png,Gammarus sp,600,338,251375,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1493-t.png
CPH-Gammarus sp.-1042-t.png,Gammarus sp,600,450,353619,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1042-t.png
CPH-Gammarus sp.-943-t.png,Gammarus sp,600,450,354147,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-943-t.png
CPH-Gammarus sp.-906-t.png,Gammarus sp,600,450,327183,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-906-t.png
CPH-Gammarus sp.-1717-t.png,Gammarus sp,600,338,258093,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1717-t.png
CPH-Gammarus sp.-1383-t.png,Gammarus sp,600,338,264818,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1383-t.png
CPH-Gammarus sp.-1416-t.png,Gammarus sp,600,338,241020,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1416-t.png
CPH-Gammarus sp.-1453-t.png,Gammarus sp,600,338,245442,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1453-t.png
CPH-Gammarus sp.-1082-t.png,Gammarus sp,600,450,345005,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1082-t.png
CPH-Gammarus sp.-788-t.png,Gammarus sp,600,450,342194,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-788-t.png
CPH-Gammarus sp.-1263-t.png,Gammarus sp,600,338,236144,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1263-t.png
CPH-Gammarus sp.-1226-t.png,Gammarus sp,600,338,265291,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1226-t.png
CPH-Gammarus sp.-1162-t.png,Gammarus sp,600,450,344144,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1162-t.png
CPH-Gammarus sp.-1127-t.png,Gammarus sp,600,450,347531,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1127-t.png
CPH-Gammarus sp.-775-t.png,Gammarus sp,600,450,337139,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-775-t.png
CPH-Gammarus sp.-1432-t.png,Gammarus sp,600,338,247182,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1432-t.png
CPH-Gammarus sp.-1477-t.png,Gammarus sp,600,338,243872,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1477-t.png
CPH-Gammarus sp.-967-t.png,Gammarus sp,600,450,356824,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-967-t.png
CPH-Gammarus sp.-922-t.png,Gammarus sp,600,450,350652,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-922-t.png
CPH-Gammarus sp.-751-t.png,Gammarus sp,600,450,335563,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-751-t.png
CPH-Gammarus sp.-1597-t.png,Gammarus sp,600,338,256766,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1597-t.png
CPH-Gammarus sp.-1146-t.png,Gammarus sp,600,450,365085,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1146-t.png
CPH-Gammarus sp.-1103-t.png,Gammarus sp,600,450,352792,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1103-t.png
CPH-Gammarus sp.-887-t.png,Gammarus sp,600,450,334158,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-887-t.png
CPH-Gammarus sp.-1247-t.png,Gammarus sp,600,338,272023,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1247-t.png
CPH-Gammarus sp.-1696-t.png,Gammarus sp,600,338,259447,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1696-t.png
CPH-Gammarus sp.-1202-t.png,Gammarus sp,600,338,269240,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1202-t.png
CPH-Gammarus sp.-1557-t.png,Gammarus sp,600,338,255279,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1557-t.png
CPH-Gammarus sp.-1186-t.png,Gammarus sp,600,450,349815,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1186-t.png
CPH-Gammarus sp.-1512-t.png,Gammarus sp,600,338,259591,/Users/trenthohnke/Downloads/Assessment3SoftwareTech/data/images/Gammarus sp/CPH-Gammarus sp.-1512-t.png
